id,account_id,start_date,end_date
0f310cf8-7a13-406f-82a8-b36a79a9f4b2,c31391cb-cebb-4061-b445-9a445f425e2c,2022-03-09,2023-03-09
f51d6898-c27c-42d6-a6ca-64423a19786c,ad8d1619-801f-421e-b0db-a57e6604e32e,2024-11-13,2025-11-13
c6bb5e01-a5e3-4ed7-9cdc-abc66a0cc625,ad8d1619-801f-421e-b0db-a57e6604e32e,2023-05-28,2024-05-27
9bb5a7a1-a308-4bce-a4fb-1d98a94d1535,ffcab1bc-c61e-4694-ae15-e4ae3fb67161,2023-04-04,2024-04-03
bda02159-f798-4c1b-a423-5d4185d48d2f,81f4728c-f768-42ef-bdb3-9ff442cfdefa,2023-04-24,2024-04-23
822045c0-6cd1-493a-b366-02907300f3df,2b46201b-56f3-441e-9686-35ac60d93ff5,2023-05-11,2024-05-10
092c018d-6036-4942-b897-c279130e7ec1,4255400d-49c4-44d0-9f34-0d20ab497f1c,2022-12-09,2023-12-09
2126f2c1-bddf-40bc-a158-c581ef817b5b,acbf99db-31a9-436f-9b2b-9d52935347d5,2022-12-19,2023-12-19
8b2c5d2f-e8f1-4316-af13-2be1c08f1311,e5676607-e874-4bd2-bc8d-237af8ebb3fa,2022-12-10,2023-12-10
11b9413f-66f0-45b1-95cf-8e0ce6c17335,0c57ceec-81c2-46c2-aa73-f42514050339,2023-02-17,2024-02-17
69b7b2d8-fa0a-4238-aea6-5d12c43e1e21,03933867-7bc0-401c-a58e-40392183f75a,2023-01-23,2024-01-23
fd7743e8-b353-4913-bd8a-38271c5bb253,03933867-7bc0-401c-a58e-40392183f75a,2023-03-16,2024-03-15
7d825fba-77ed-4ee3-9a12-06033dca7729,43bdaf4d-8242-4ee7-b51a-8c1ad1278357,2022-05-08,2023-05-08
e7d3fc1c-dc07-45e4-8656-df7ca06e682f,3f13499f-b2de-4de7-a363-45eea921461c,2023-03-23,2024-03-22
2829eb53-efc7-44fe-905a-83287ea326bb,fa257373-a648-44c7-a8ee-8cfc4859c2a3,2023-01-24,2024-01-24
e19de789-3b76-4622-9920-d5643c847cd4,dc08afb3-7ae5-4771-a0e1-23b514a340b5,2023-05-12,2024-05-11
fbb36611-d466-4953-a2cc-a2e9f4be8694,dc08afb3-7ae5-4771-a0e1-23b514a340b5,2023-03-26,2024-03-25
3b6a81a9-1155-4cbb-bb4a-c47f1b43b223,0361567a-1d7b-429a-ae56-c21fe09b9061,2024-04-16,2025-04-16
af43822d-6f1d-4b7d-bf81-fee80ab527db,0361567a-1d7b-429a-ae56-c21fe09b9061,2023-04-16,2024-04-15
c223ba35-df98-49c7-b2b6-09c3af09538b,999d8970-8943-4869-b0ab-edeaa665f403,2023-02-08,2024-02-08
ac2b906d-2e46-4ea6-a571-4a40ee754845,e8fb6437-b11c-4428-8b8a-95d89a491451,2023-01-24,2024-01-24
3951c61d-0972-4d0e-96f2-bcac3e70d05f,893f57de-9ed6-4c9c-bad1-9397296fdc44,2022-12-09,2023-12-09
5eeaeaa4-dbd1-4569-9198-fb90d58bb7c9,d8ecf815-aa5c-4a26-abd1-023f69a8a5a9,2023-05-25,2024-05-24
6b3d5324-e411-48b5-9e17-45ca7b2ceb76,1ef9a87c-6306-4874-80fa-48a0b664d165,2024-11-05,2025-11-05
99f8ad14-6b19-4c34-af3e-4609bb2fe828,7c397e67-8084-4a28-b106-309d05e61be5,2023-02-13,2024-02-13
f66f8a3f-b068-457d-9746-ea661b3aa37d,7c397e67-8084-4a28-b106-309d05e61be5,2023-04-16,2024-04-15
f01ccb55-3e84-45aa-b2e0-4a273b14ca50,22109e88-ceb4-4ef2-ae12-aca6da285520,2024-06-02,2025-06-02
c99f5195-cfe4-4379-a680-daf11c3893ba,bf6d4244-c251-460c-8277-91f9db8789ad,2023-12-08,2024-12-07
fde29b91-c1ee-4d55-9c10-cf074dd050d3,56e05774-a786-4a02-b2c7-cab4f7ef87f6,2022-12-23,2023-12-23
7f33e186-342e-45a7-b221-ec99ed1b7c8c,56e05774-a786-4a02-b2c7-cab4f7ef87f6,2023-01-09,2024-01-09
34080157-4af4-4eae-ba2c-aaaed644cecd,31867846-5407-44d0-b20d-49e77d873718,2023-01-07,2024-01-07
c26eaa0a-1b7d-4057-becc-79cd3a53ecf2,6eb13292-4872-4832-9440-0515f641d460,2022-12-22,2023-12-22
af0e3a66-722e-4f95-bd99-ddac90c58f59,0eae9d65-1336-4309-8a00-e233802c21dc,2023-03-17,2024-03-16
54394e3a-4f02-40f1-a4df-0964c7a2ac6d,2ffec212-86b0-416d-92d8-d8b84ab1bf19,2023-05-15,2024-05-14
41f5f27c-e565-4336-b33e-9260a427d58c,de147fe8-7f26-47cc-8907-effd52af8ddc,2023-05-30,2024-05-29
5dd8cbaf-bed5-4993-8e03-9e2e7cae0b62,cabd0198-8fe7-44e9-a6a2-992ada9516e4,2023-05-19,2024-05-18
8b810d4c-1f35-46ce-ad5b-b824eec57cc3,06d9695d-47b5-40c8-ad33-94c81a4b066b,2023-03-02,2024-03-01
5a18ffaa-07a6-4b40-a4e3-31eeac7de640,c4df0592-c820-40d2-8d40-3e12e8589860,2023-04-23,2024-04-22
db0c4ef9-66c8-4878-9852-0beb666fb46e,8c560f60-3375-4bc6-a49d-36dbbca8e6dd,2023-01-06,2024-01-06
bc5b5f81-1597-40de-86f4-44c1d739368e,8c560f60-3375-4bc6-a49d-36dbbca8e6dd,2023-01-25,2024-01-25
40741323-f8df-4019-94cc-2192170b79a1,7e26e8cf-e1cb-422c-8985-32b3a1377bd3,2023-02-06,2024-02-06
ca4f1202-631b-4fa3-b47b-1c63c9a5a21d,28ae3132-14cd-4bd2-8be0-3598faefade6,2023-03-05,2024-03-04
4fd79d3a-90f7-4d4c-ac03-7581ab26d81e,28ae3132-14cd-4bd2-8be0-3598faefade6,2023-02-28,2024-02-28
fa868e88-04e5-48a5-879c-32bdebc3fa22,a5645507-bf4f-4ad4-a608-9693ea34ddd7,2023-04-27,2024-04-26
b877e93c-0fae-497d-833a-e52872613fce,a5645507-bf4f-4ad4-a608-9693ea34ddd7,2023-03-24,2024-03-23
aa1542fe-be76-41f2-8d81-4f67b5873c12,0c1615d7-e78f-4621-924a-f875c3a85c26,2023-04-13,2024-04-12
9c9d4e32-d124-4fac-9f29-ac1215def10e,c7b3313f-c5b2-4f9f-bc67-e3414a8c319e,2022-12-15,2023-12-15
83bf2a87-aa0d-47e3-8675-0253f4c2c8a0,78c59035-6e6c-4bbf-9891-8134c57f5fea,2023-05-18,2024-05-17
dce3e0d2-85cb-4e67-9b43-728a0fc8343b,78c59035-6e6c-4bbf-9891-8134c57f5fea,2023-02-10,2024-02-10
1429549d-69ce-4848-8d14-0d3e6d1e03ff,14571855-0311-4816-aee4-e188d6cd0be9,2023-02-28,2024-02-28
3ab1c200-ed43-49c0-b907-efa78700dec4,2791ddae-6601-4ef3-afd0-090dc089e6b8,2023-04-06,2024-04-05
46c70965-39b9-4afe-8c07-95c5789a9d2c,29dbabf6-8dfa-47d5-8d90-5a65a444aed2,2023-03-05,2024-03-04
61797afd-a2fa-4eaa-9c46-7dfac9abf6c5,7af2464f-1c47-4f73-91ec-bd8ed0ff45bb,2022-04-10,2023-04-10
055c8405-dce5-4571-a853-0151b666ecc2,73ab4752-5a6c-4243-9228-68ee2f73cd58,2023-02-16,2024-02-16
0498b9db-05c8-41dd-96b2-ac8725141860,73ab4752-5a6c-4243-9228-68ee2f73cd58,2023-01-23,2024-01-23
db2eb6eb-e074-418c-ad7b-f97c32c2a6b0,2236f1bb-9fc3-4b37-b374-b19adf330b77,2022-12-24,2023-12-24
95d583ac-e566-4879-b3c9-6ad323fad74f,3d8a233d-53e5-4c66-bd9d-dde88c09165f,2023-05-08,2024-05-07
1f5b4efb-fa93-4ca5-8aa3-ca28ddc3026e,dbfeb420-a8ec-44cd-b29f-9fc1a948a0bb,2023-05-08,2024-05-07
60a52202-6429-4b2b-bc27-07ed2cddaf62,9ed240c8-d42c-4571-8b7c-1373401c551e,2022-03-12,2023-03-12
cc115f86-b326-4e3c-a11b-3248f3619852,08f9df1a-007d-4623-8390-cd8c4d55cce3,2022-12-16,2023-12-16
6238cec2-8958-4603-9778-776cdc10a605,c348a424-69cb-4811-ada8-ea485b60a289,2023-05-15,2024-05-14
80f4cae7-4b39-40e2-a1c0-4a937771a6da,4d85c30e-3cd9-4f9e-ab3e-caf13c47aee9,2023-01-19,2024-01-19
7e880cd1-5845-40fe-992d-27325dd380c0,877a6944-26b3-4846-aab0-c76e47f45e4d,2023-05-27,2024-05-26
d05ccc4a-f8c2-4b9f-9688-5c07136b0fc7,aec8d070-ec64-46fd-bed1-703dcf35a246,2022-12-25,2023-12-25
92636447-c910-4a9f-acb3-6b2977f791bf,aec8d070-ec64-46fd-bed1-703dcf35a246,2022-12-28,2023-12-28
aef5e77c-7d2b-4243-ab84-c1affa68c4b6,bab81997-e181-4375-8ffc-6d869e427dbc,2023-03-23,2024-03-22
13e32b37-839a-4129-9b48-db1e4b594f17,3096dd0f-5b3b-4d1f-bccc-8fe0cee85f08,2023-03-30,2024-03-29
386801ef-707e-4706-b7fe-edee4a150e25,b5704059-b746-43b4-937a-0771f81f89de,2022-12-17,2023-12-17
73845b98-b7ed-464d-8aca-ce6c32b8649e,3dbc0a71-25ad-4c37-8b43-d17914ef493c,2023-03-17,2024-03-16
a0f4e8f6-c5a4-48d2-b348-2ef4b2041a59,40fc6cf3-8b26-4920-9842-2e922c1dbc3e,2023-02-12,2024-02-12
acf44a3b-5385-44e2-ac76-014d6a48bcec,f5805660-a3ed-4576-a5cd-3cfd6264e229,2024-08-11,2025-08-11
a6644f7b-1b9f-4783-bf78-86e4c7459d6a,1265724e-3668-42b3-9d13-7ec00c082770,2023-02-01,2024-02-01
a146af67-9d3b-47ad-a306-3c004df5cdf8,2bcaf6b8-b52d-457e-9ff7-21021b5950b4,2023-02-22,2024-02-22
e8ca4ace-82c3-4488-9d44-bba849e62836,f7542d57-ae06-4e18-9e42-4a72b49ed187,2023-04-20,2024-04-19
d12594ea-64f6-4337-bf4e-925a8cc8747d,f85f9eb2-a7f7-4e77-927d-72be76428fc4,2022-12-15,2023-12-15
f2dbe1ff-9367-4983-a49e-a6cc05b0e71a,865c0ba1-c030-43cf-929a-64a0ce40f04c,2022-12-16,2023-12-16
2df33ce9-6322-4ed4-8159-c40f53e13cd9,8a6bdb1b-9ba2-4644-82f4-7b32ceed56fb,2023-01-16,2024-01-16
db461ae8-7327-4a9c-a422-fc3018fb555b,6266ecf2-213d-42a0-96d1-e04870e5d35a,2023-01-05,2024-01-05
6f7d0a05-2aa5-4199-adeb-931f4a9f1d05,6266ecf2-213d-42a0-96d1-e04870e5d35a,2023-01-22,2024-01-22
43ad7c49-bba1-4cc0-b1ac-33900a44762f,0b4ab834-fae4-4daf-957e-9b449e8bd7b1,2022-05-11,2023-05-11
c214163f-07c4-4849-9eac-1339c2c8c879,3a9e6e10-b676-41c8-8a29-72c759d5fc46,2023-05-27,2024-05-26
ea87f773-da0c-4478-95aa-287b109385df,11044ffc-63a9-4306-9ec4-efd5894c52cb,2022-12-20,2023-12-20
5751a230-d4e2-4389-83ca-c861b58d41b6,8dace7a2-1c07-43af-a2d9-2bcefd8d35e0,2024-11-16,2025-11-16
2e5b005c-cb0d-4faa-830e-94d1d3e2e30d,8dace7a2-1c07-43af-a2d9-2bcefd8d35e0,2023-01-15,2024-01-15
225d844d-a010-4431-9cd9-47992d89ed66,963a01a6-2a16-435d-92df-5463175619d9,2023-01-05,2024-01-05
fd14a91f-fbc0-4c44-8830-07aadb6ed9a9,47cdf5bd-bdec-4ad5-9582-4e27812fde03,2024-01-04,2025-01-03
b15762c9-29db-4c79-a3bb-f9148e2b3e9a,594c2ad9-81b3-4b26-a594-71ec6881e207,2022-12-29,2023-12-29
576c2aa0-0bef-42e7-afa6-b7d49d3db69b,742d3b5f-8e3c-4078-bb33-7f26b5edef22,2024-10-09,2025-10-09
1327c2c2-862d-4ffb-a361-3add7394f159,edcb3b70-e848-4f6e-95fb-578398c643c1,2022-03-14,2023-03-14
cd607fe0-424e-406f-8386-ab30ad319513,f6d29b55-8c5b-47ce-8679-65f5dc12816d,2024-10-01,2025-10-01
b9739c33-1e2e-460a-ad83-15d37b99efb3,f6d29b55-8c5b-47ce-8679-65f5dc12816d,2023-03-15,2024-03-14
057275d3-9d46-430f-befc-f048eacaae37,e2c92436-53d8-4e99-89d3-0108d15fec21,2023-04-17,2024-04-16
8a41e22e-84a7-451e-8138-3c8ab42e5562,078b3a07-c964-4df1-bc15-598b7ae44d9f,2023-04-22,2024-04-21
b7588964-01ef-4b90-a723-c80e311c30d6,2c1c2eef-9428-4a88-bb56-565211807a69,2023-01-20,2024-01-20
e64a1e5e-ab40-4546-ba6a-9f847b886b9d,0f6c6714-1ede-4d5b-88c2-6e6ba8021a3a,2022-12-25,2023-12-25
6c821852-efd0-44a2-90fe-b3ad9e462fb9,0f6c6714-1ede-4d5b-88c2-6e6ba8021a3a,2023-01-24,2024-01-24
36fdc11e-92f1-4974-a6a9-e0037da1bd19,fa8fc164-2045-44bf-87e8-f14d2bb8cea5,2022-12-18,2023-12-18
055c35b2-a9dc-4110-b854-fe4de756525e,6edec2cd-d80a-4f30-9ab0-c6e7692b03ad,2023-03-12,2024-03-11
54ca1839-9a21-431a-bb46-12b56e41eb1f,c6c432bf-c89f-40e0-b437-e0e707babec6,2023-05-19,2024-05-18
6fb5dbe2-f17d-481e-b08c-4c3a951665c8,6c1dfd41-1556-4430-a397-1bc6676db506,2023-05-28,2024-05-27
c99f63f5-2dd2-453b-b326-9d6bae5f3c05,ea344733-b5c5-4435-942e-39a9211e6e73,2022-12-25,2023-12-25
d94a818e-8306-40a7-9cd3-43c8d9d04c34,2f63060a-0b6a-4870-9ec8-d9b7dcfdabd5,2022-05-06,2023-05-06
a6687ae4-82a4-4a00-87f5-50cc1b725ec1,385de47f-4411-4a0a-aa37-74b144641aa5,2023-01-17,2024-01-17
04fe8eee-5899-462e-8835-707d09cfded4,3c1ba315-4452-4b1c-b8d3-f0a7aea364b6,2022-12-06,2023-12-06
fee59694-7511-4c70-8f6e-ccb674f6dfc9,3c1ba315-4452-4b1c-b8d3-f0a7aea364b6,2023-01-25,2024-01-25
a8ec8ff3-aa03-4288-8ca2-2367cd92d445,c9dcf484-a9cf-43f5-a879-32daa45b8694,2023-04-08,2024-04-07
9c152498-6b5e-4265-b89c-0cb0c2b01368,565f7e1e-3124-42a2-9507-c65781347feb,2024-11-23,2025-11-23
f4e150d4-13ac-497a-8e4c-ff04f1a05fcd,32586a55-5f22-4897-b2f3-42f6e412fc12,2024-07-22,2025-07-22
9497b810-9898-4e7d-bdaf-083c0bfb910a,2acee21d-25bd-4205-9e22-973ef42d82b1,2023-04-26,2024-04-25
3ee2763e-32b7-49b8-85a6-9fe09312688b,2acee21d-25bd-4205-9e22-973ef42d82b1,2023-03-02,2024-03-01
ad7348e7-a29a-4664-9016-9b95acfcf282,125efd97-c372-4440-b254-db8bdfb84ba3,2022-05-24,2023-05-24
af9859f3-ed4a-4941-ab85-c065319d047b,38dcf4b4-ac7d-4e9e-8f7f-2ba76ad26c74,2023-01-23,2024-01-23
0bb45ab1-4350-4031-aa22-b295813ad992,5129e138-df50-470b-937f-cf518e1e8e30,2023-02-10,2024-02-10
e0a6c7dc-a076-4638-bba9-4fa3f74bf852,c122424b-dd94-49c9-a628-6bc727f595d3,2023-04-16,2024-04-15
37aeb2d1-2099-48ed-8b42-eed8c1cf983b,fc034b7c-9a9b-4f1f-8617-d106a2f1e1fe,2022-12-11,2023-12-11
eaba282c-4a70-41a9-bda9-3b0bc6be4217,63c4c2e6-98d5-43dc-bc17-e1f10676060a,2023-04-16,2024-04-15
6e35d117-e718-4746-b30b-3339a1030bd1,e616ea4f-b77b-4c3f-96d5-0770a9f81f00,2023-02-03,2024-02-03
55419f25-cd56-4d85-880c-ec28c3e34286,e616ea4f-b77b-4c3f-96d5-0770a9f81f00,2022-12-18,2023-12-18
26aaaa73-548a-4089-afe8-a8c425c518c3,3409ca5b-efdf-4bc2-a07e-19966b5acef5,2023-01-03,2024-01-03
b34be8bc-f260-47f8-a922-a856d5439d58,b529b465-45e6-42a5-9de9-75167b417b20,2023-01-20,2024-01-20
